amount,amount_ratio_to_typical,amount_zscore,is_new_device,is_new_payment_method,is_unusual_hour,hour_sin,hour_cos,recent_failed_count,customer_fail_ratio,velocity_1h,velocity_24h,secs_since_last_log,device_shared_count,is_risky,event_ts
1900.46,0.276,-0.54,0,0,0,-0.7071,-0.7071,0,0.0,0,0,12.614,0,0,1769685919.555968
711.75,0.204,-0.632,0,0,0,-0.2588,0.9659,0,0.1,1,3,7.807,0,0,1769686025.922379
506.67,0.983,-0.015,0,0,0,-0.7071,0.7071,0,0.0,0,2,10.424,1,0,1769686222.727991
3387.73,4.191,3.152,0,0,0,-0.2588,-0.9659,0,0.1,0,0,11.954,0,0,1769686830.175654
2347.84,2.944,15.0,0,0,0,-1.0,-0.0,0,0.0,0,0,13.97,1,0,1769686971.058649
582.29,0.68,-0.293,0,0,0,0.7071,-0.7071,0,0.2,0,2,10.312,0,0,1769687703.934169
14214.89,2.901,1.707,0,0,0,-0.866,0.5,0,0.1,0,3,9.791,0,0,1769688349.132711
119.15,0.187,-0.964,0,0,0,-0.866,-0.5,0,0.0,0,3,10.573,3,0,1769688530.566577
5844.37,8.91,7.604,0,0,0,0.5,-0.866,1,0.3,0,3,10.219,0,0,1769688649.640669
640.9,0.709,-0.558,0,0,0,-0.866,0.5,0,0.0,0,1,10.435,2,0,1769688696.637229
3660.84,0.979,-0.02,0,0,0,-0.866,0.5,0,0.1,0,1,8.892,0,0,1769688729.418331
449.37,0.53,-0.432,0,0,1,0.9659,0.2588,0,0.1,1,3,7.037,0,0,1769688841.433147
10107.74,6.753,2.089,0,0,0,-0.866,-0.5,0,0.3,0,0,13.457,1,0,1769689012.739486
1116.77,0.313,-0.664,0,0,0,-0.866,0.5,0,0.2,0,0,13.144,1,0,1769689271.978135
3893.04,0.422,-0.619,0,0,0,-0.866,-0.5,0,0.1,0,0,12.443,2,0,1769689366.887916
4864.69,10.444,15.0,0,0,0,-0.866,0.5,0,0.0,0,0,12.711,0,0,1769689635.056735
1262.01,0.703,-0.256,0,0,0,-0.9659,0.2588,0,0.1,0,0,12.542,0,0,1769689663.036497
2871.86,1.518,0.728,0,0,0,-0.7071,0.7071,0,0.0,0,0,11.662,0,0,1769690650.964616
1958.55,1.029,0.027,0,0,0,0.5,-0.866,1,0.1,0,2,10.751,1,0,1769690692.711267
3478.78,0.536,-0.492,0,0,0,-0.866,0.5,0,0.0,0,2,9.057,0,0,1769690835.761614
628.32,0.287,-0.643,0,0,0,0.2588,-0.9659,0,0.0,0,0,14.058,0,0,1769691150.984252
1062.45,0.481,-0.603,0,0,0,-0.866,0.5,0,0.0,0,1,11.31,0,0,1769691154.97676
281.4,0.546,-0.4,0,0,0,-0.866,0.5,0,0.0,0,3,8.57,1,0,1769691494.480863
342.72,0.581,-0.392,0,0,0,-0.2588,-0.9659,0,0.1,0,0,12.294,0,0,1769691538.122383
267.21,0.201,-0.661,0,0,0,-0.9659,-0.2588,0,0.2,0,1,11.32,0,0,1769691578.507013
7748.69,3.48,2.48,0,0,0,-0.5,-0.866,0,0.0,0,0,11.61,1,0,1769691677.291033
562.36,0.625,-0.397,0,0,0,0.5,-0.866,0,0.1,0,4,8.747,1,0,1769692173.383191
1057.24,0.603,-1.005,0,0,1,0.9659,0.2588,0,0.1,0,0,11.702,1,0,1769692397.698312
467.05,0.525,-0.503,0,0,0,0.2588,-0.9659,0,0.0,1,5,6.185,1,0,1769692657.641874
5274.15,1.087,0.076,0,0,0,-0.5,0.866,0,0.3,0,0,12.046,0,0,1769692953.075971
2692.27,0.869,-0.185,0,0,0,-0.9659,0.2588,0,0.0,0,0,13.695,0,0,1769692983.111575
4706.26,0.601,-0.363,0,0,0,-0.866,-0.5,0,0.0,0,1,9.577,0,0,1769693193.699968
1524.05,0.628,-0.28,0,0,0,-1.0,-0.0,0,0.0,0,2,9.918,0,0,1769693379.451624
1044.08,0.53,-0.503,1,0,0,-0.9659,0.2588,0,0.1,0,1,11.283,1,0,1769693808.247692
3478.32,2.948,1.399,0,0,0,-0.5,0.866,0,0.3,0,1,11.228,2,0,1769694254.203877
1420.77,0.292,-0.636,0,0,0,-1.0,-0.0,0,0.3,1,1,7.55,0,0,1769694852.528605
1544.07,0.81,-0.179,0,0,0,0.866,-0.5,0,0.1,0,3,8.387,1,0,1769695082.503835
1071.07,1.157,0.161,0,0,0,0.0,-1.0,0,0.1,0,0,11.738,0,0,1769695691.816404
657.36,0.55,-0.484,0,0,0,1.0,0.0,0,0.1,0,0,11.517,0,0,1769696726.121049
491.81,0.892,-0.223,0,0,0,-0.866,-0.5,1,0.2,0,1,10.519,2,0,1769696841.150192
2451.31,1.811,2.068,0,0,0,-0.9659,0.2588,0,0.0,0,0,12.475,0,0,1769697112.657335
533.91,0.861,-0.161,0,0,0,0.5,-0.866,0,0.0,0,3,9.061,3,0,1769697143.425744
3069.83,0.48,-0.387,0,0,0,-0.2588,0.9659,0,0.0,0,1,9.874,0,0,1769697455.929512
2594.98,1.684,0.734,0,0,0,0.2588,-0.9659,0,0.2,0,0,12.283,0,0,1769697687.827388
639.68,0.904,-0.238,0,0,0,0.7071,-0.7071,0,0.2,0,0,12.114,0,0,1769697836.691487
336.04,0.374,-0.508,0,0,0,0.5,-0.866,0,0.1,0,0,12.354,0,0,1769698075.905585
422.85,1.111,0.093,0,0,0,0.0,-1.0,0,0.0,0,0,12.281,0,0,1769698155.833905
4091.04,1.112,0.084,0,0,0,-0.2588,-0.9659,0,0.1,0,0,12.344,0,0,1769698414.00144
3323.74,0.908,-0.09,0,0,0,0.0,-1.0,0,0.0,0,1,10.88,0,0,1769698782.737645
2845.17,0.85,-0.157,0,0,0,0.7071,-0.7071,0,0.3,0,1,9.7,0,0,1769699838.98117
2356.27,1.186,0.146,0,0,0,-0.2588,0.9659,0,0.2,0,1,9.725,0,0,1769700100.7197
677.58,0.9,-0.063,0,0,0,0.2588,-0.9659,0,0.3,0,3,10.806,1,0,1769700380.578317
492.17,0.556,-0.358,0,0,0,0.866,-0.5,0,0.1,1,1,7.783,0,0,1769700473.933548
1997.46,0.838,-0.153,0,0,0,-0.2588,-0.9659,0,0.1,0,0,12.316,0,0,1769700506.630055
930.43,0.399,-0.558,0,0,0,-1.0,-0.0,0,0.0,0,1,10.185,0,0,1769700588.196975
2949.04,0.789,-0.208,0,0,0,-0.866,-0.5,0,0.1,0,2,9.391,0,0,1769700703.799208
429.65,0.326,-0.572,0,0,0,0.5,-0.866,0,0.1,0,0,11.919,0,0,1769701003.546952
3410.46,0.751,-0.188,0,0,0,-0.866,-0.5,0,0.0,0,0,11.617,0,0,1769701642.16686
1427.65,0.413,-0.557,0,0,0,-0.2588,0.9659,0,0.0,0,0,13.093,0,0,1769701709.917856
515.39,1.014,0.012,0,0,0,-0.866,0.5,0,0.0,0,4,9.296,1,0,1769702392.692057
3399.18,1.021,0.023,0,0,0,-0.866,-0.5,0,0.3,1,2,7.865,0,0,1769702441.19872
708.11,0.241,-0.605,0,0,0,-0.866,-0.5,0,0.0,0,0,12.688,1,0,1769702490.832063
569.08,0.208,-0.99,0,0,0,-0.2588,-0.9659,0,0.0,0,0,11.495,1,0,1769702504.469341
1974.4,0.938,-0.086,0,0,0,0.866,-0.5,0,0.2,0,0,12.913,0,0,1769703148.133497
1753.74,0.371,-0.592,0,0,0,0.7071,-0.7071,0,0.1,0,0,11.765,0,0,1769703746.104596
395.56,0.784,-0.138,0,0,0,-0.5,0.866,0,0.1,0,1,10.993,0,1,1769704532.860259
3892.81,1.338,0.589,0,0,0,-0.9659,-0.2588,2,0.3,0,0,11.591,1,0,1769704710.738543
5857.7,0.562,-0.35,1,0,0,-0.7071,0.7071,0,0.1,0,0,12.153,2,0,1769705548.028663
2199.18,0.955,-0.041,0,0,0,-0.5,0.866,0,0.0,0,2,8.609,0,0,1769706066.699338
1776.35,0.324,-0.706,0,0,0,-1.0,-0.0,0,0.0,0,0,12.468,0,0,1769706203.484597
3690.32,0.538,-0.347,0,0,0,-0.5,0.866,0,0.0,0,2,10.897,0,0,1769706816.076587
813.66,0.639,-0.499,0,0,0,0.2588,-0.9659,0,0.1,0,0,12.505,0,0,1769706894.198217
190.23,0.204,-0.407,0,0,0,-0.9659,-0.2588,0,0.0,0,0,11.577,0,0,1769706974.240985
10120.89,1.149,0.156,0,0,0,-0.9659,-0.2588,0,0.1,0,1,9.787,2,0,1769707174.957835
1455.49,0.738,-0.258,0,0,0,0.9659,-0.2588,1,0.3,0,0,12.118,2,0,1769707445.622109
1013.61,0.33,-1.492,0,0,0,-0.866,0.5,0,0.1,0,0,11.704,0,0,1769707522.458391
3369.53,0.61,-0.299,0,0,0,-0.5,0.866,0,0.1,0,0,12.528,3,0,1769707649.490325
724.92,0.504,-1.032,0,0,0,-0.9659,-0.2588,0,0.0,0,0,11.575,0,0,1769708052.507786
1920.85,0.813,-0.18,0,0,0,0.0,-1.0,0,0.1,0,1,8.976,0,0,1769708418.553781
5533.99,0.903,-0.068,0,0,0,0.2588,-0.9659,1,0.1,0,1,10.1,1,0,1769708864.748146
4073.03,3.297,3.687,0,0,0,0.2588,-0.9659,0,0.1,0,0,12.013,0,0,1769710207.783075
951.31,1.749,0.734,0,0,0,-0.9659,0.2588,0,0.0,0,0,11.887,0,0,1769710433.990281
465.64,0.098,-0.795,0,0,0,0.2588,-0.9659,0,0.0,0,0,12.054,0,0,1769710857.733764
1249.35,0.375,-0.674,0,0,0,0.0,-1.0,0,0.2,0,3,9.062,0,0,1769711062.714474
22233.88,4.81,3.288,0,0,0,0.2588,-0.9659,0,0.0,1,1,6.076,0,0,1769711292.00318
282.05,0.484,-0.482,0,0,0,0.866,-0.5,0,0.1,0,1,9.891,0,0,1769711292.76164
1562.36,1.823,0.387,0,0,0,0.0,-1.0,1,0.1,0,0,13.585,0,0,1769711612.797175
1591.02,4.218,7.386,0,0,0,-0.5,-0.866,0,0.1,0,1,10.481,0,0,1769711916.823326
853.23,0.275,-0.674,0,0,0,-0.866,-0.5,0,0.2,0,1,10.847,0,0,1769712270.656583
2628.11,0.739,-0.315,0,0,0,0.866,-0.5,0,0.0,0,0,11.621,0,0,1769712714.189174
841.38,1.002,0.004,0,0,0,-0.7071,0.7071,0,0.0,0,0,11.377,0,0,1769712905.179553
1327.2,0.69,-0.329,0,0,0,-0.7071,0.7071,0,0.1,0,1,9.862,0,0,1769712998.532671
2266.37,0.503,-0.379,0,0,0,0.7071,-0.7071,0,0.0,0,1,9.346,0,0,1769713091.783336
25229.33,3.262,2.062,0,0,0,-0.5,0.866,0,0.0,0,2,9.908,0,0,1769713283.772402
4344.42,0.642,-0.27,0,1,0,-0.866,0.5,0,0.0,0,3,8.802,0,0,1769713460.559268
1179.53,0.935,-0.08,0,0,0,0.5,-0.866,0,0.1,0,1,10.988,0,0,1769713788.515983
992.24,0.536,-0.415,0,0,0,-1.0,-0.0,0,0.0,0,0,11.426,1,0,1769714279.049858
2256.65,0.965,-0.034,0,0,0,-0.7071,-0.7071,0,0.1,0,2,8.688,0,0,1769714346.065297
435.96,0.116,-0.742,0,0,0,0.866,-0.5,0,0.1,0,0,12.782,0,0,1769714517.663518
8483.58,3.506,2.157,0,0,0,-0.9659,0.2588,0,0.2,0,0,11.875,0,0,1769715495.718366
2335.08,1.045,0.048,0,0,0,0.0,-1.0,0,0.0,0,2,10.769,1,1,1769716033.011159
952.47,0.72,-1.343,1,1,0,-0.866,0.5,0,0.0,0,0,12.828,0,0,1769716193.517167
6697.9,2.913,1.785,0,0,0,-0.2588,0.9659,0,0.0,0,3,9.244,0,0,1769716406.112126
525.95,0.693,-0.298,0,1,0,-0.5,-0.866,0,0.0,0,0,11.518,0,0,1769717454.411907
16672.99,5.259,3.167,0,0,0,0.0,-1.0,0,0.0,0,1,11.205,0,0,1769717630.333318
1001.83,0.3,-0.655,0,0,0,-0.9659,0.2588,0,0.0,0,1,9.694,0,0,1769717931.444289
408.57,1.067,0.054,0,0,0,0.866,-0.5,0,0.0,0,1,11.132,0,0,1769718285.314269
2918.67,0.928,-0.045,0,0,0,0.2588,-0.9659,0,0.1,0,1,11.224,0,0,1769718504.96583
1185.82,0.352,-0.605,0,0,0,-0.2588,0.9659,0,0.2,0,1,10.288,1,0,1769718657.237203
496.6,1.172,0.256,0,0,0,0.2588,-0.9659,0,0.0,0,2,8.849,0,0,1769718881.57207
1097.01,1.511,0.203,0,0,0,-0.2588,0.9659,0,0.3,0,0,12.26,0,0,1769719334.686071
1673.52,0.628,-0.334,0,0,0,-0.5,0.866,0,0.0,0,1,11.305,1,0,1769719469.38007
276.68,0.238,-0.628,0,0,0,-0.2588,0.9659,0,0.0,0,0,11.572,1,0,1769719535.59327
732.78,0.587,-0.571,0,0,0,0.0,-1.0,0,0.1,0,1,9.484,0,0,1769720040.315216
390.76,0.455,-0.29,0,0,0,-0.2588,0.9659,0,0.1,0,0,12.382,0,0,1769720261.173179
364.23,0.738,-0.184,1,0,0,-0.2588,-0.9659,0,0.2,0,2,10.889,2,0,1769720539.452095
3580.13,1.316,0.263,0,0,0,0.0,-1.0,0,0.0,0,1,10.5,0,0,1769721416.725979
1030.25,0.649,-1.77,1,1,0,0.2588,-0.9659,0,0.0,0,0,13.327,0,0,1769722034.407645
490.72,0.359,-1.009,0,0,0,-0.2588,-0.9659,0,0.0,0,0,12.268,1,0,1769722973.07554
292.92,0.33,-0.692,0,0,0,-0.2588,-0.9659,0,0.1,0,1,11.214,1,0,1769722993.322055
2936.53,0.491,-0.371,0,0,0,-0.7071,-0.7071,0,0.1,0,3,10.667,0,0,1769723224.043559
3733.9,1.076,0.066,0,0,0,-0.2588,-0.9659,2,0.3,0,1,11.213,1,0,1769723421.383122
687.53,0.37,-0.816,0,0,0,0.0,-1.0,0,0.0,0,0,13.206,1,0,1769723894.885235
857.8,0.702,-0.416,0,0,1,0.7071,0.7071,0,0.0,0,0,11.657,1,0,1769723925.015676
711.09,0.327,-0.778,0,0,0,-0.7071,0.7071,0,0.0,0,1,10.409,0,0,1769724310.726359
718.53,0.588,-0.567,0,0,0,0.2588,-0.9659,0,0.1,0,2,8.379,0,0,1769724393.970653
597.97,0.624,-0.285,0,0,0,0.0,-1.0,0,0.1,0,1,11.324,0,0,1769724434.699498
1485.45,0.435,-0.443,0,0,0,-0.866,-0.5,0,0.1,0,3,10.558,0,0,1769724493.53444
1154.1,0.784,-0.207,0,0,0,-1.0,-0.0,0,0.1,0,1,11.205,0,0,1769724724.865762
3178.82,0.687,-0.292,0,0,0,0.866,-0.5,0,0.1,0,1,9.975,0,0,1769725221.92942
747.69,0.799,-0.154,0,0,0,-0.2588,0.9659,0,0.1,0,0,11.751,1,0,1769725329.786862
1237.07,0.453,-0.595,0,0,0,0.2588,-0.9659,1,0.2,0,0,12.219,2,0,1769725850.356945
2658.93,1.14,0.14,0,0,0,-0.7071,-0.7071,0,0.1,0,3,9.407,0,0,1769726520.555043
1382.98,0.305,-0.556,0,0,0,-0.2588,0.9659,0,0.0,0,0,11.743,0,0,1769726725.124201
3927.85,0.559,-0.435,1,0,0,0.0,-1.0,0,0.0,0,1,10.671,0,0,1769726772.733903
2094.19,0.473,-0.418,0,0,0,-0.9659,-0.2588,0,0.0,1,1,6.326,0,0,1769727282.868086
1773.95,0.387,-0.574,0,0,0,0.5,-0.866,0,0.1,1,2,7.846,0,0,1769727777.122566
1025.42,1.222,0.333,0,0,0,-0.7071,0.7071,0,0.0,0,1,9.661,0,0,1769728604.675971
389.56,0.328,-0.916,0,0,0,0.0,-1.0,0,0.0,0,0,12.412,1,0,1769728794.855052
3285.77,0.931,-0.084,0,0,0,-0.2588,-0.9659,0,0.0,0,1,9.704,0,0,1769729093.661728
1211.04,1.222,0.151,0,0,0,-0.866,0.5,0,0.1,0,0,12.128,0,0,1769729507.913046
1305.92,0.451,-0.511,0,1,0,-1.0,-0.0,0,0.1,0,1,11.328,0,0,1769730075.088525
866.53,0.665,-0.274,0,0,0,-0.866,0.5,0,0.2,0,1,10.561,0,0,1769730181.46245
1532.87,0.858,-0.098,0,0,0,-0.9659,-0.2588,0,0.0,0,0,11.91,0,0,1769730285.506938
11075.34,2.55,1.105,0,0,0,-0.866,0.5,0,0.0,0,1,11.019,1,0,1769730877.998357
915.34,0.786,-0.229,0,0,0,0.2588,-0.9659,0,0.1,0,1,10.443,0,0,1769731018.626254
2813.78,0.752,-0.253,0,0,0,-0.7071,0.7071,0,0.0,0,0,11.606,0,0,1769731420.756976
2198.48,0.688,-0.296,1,0,0,-1.0,-0.0,0,0.1,0,1,10.861,1,0,1769731561.155309
2023.36,0.658,-0.261,0,0,0,-0.9659,0.2588,0,0.2,0,0,12.151,0,0,1769731579.903377
1842.19,0.547,-0.354,0,0,0,-0.866,-0.5,0,0.1,0,4,8.904,0,0,1769731853.921168
3577.78,0.434,-0.527,0,0,0,-0.2588,0.9659,0,0.0,0,3,9.847,0,0,1769732192.091347
1449.26,0.608,-0.372,0,0,0,-0.2588,0.9659,0,0.0,0,4,9.691,0,0,1769732579.90056
1453.5,0.281,-0.517,0,0,0,0.5,-0.866,0,0.2,0,0,11.455,0,0,1769733143.110746
5582.37,4.526,8.85,0,0,0,-0.2588,-0.9659,0,0.0,0,0,12.594,1,0,1769733420.380954
1385.92,0.692,-0.291,0,0,0,0.7071,-0.7071,0,0.1,0,0,12.052,2,0,1769734334.670075
274.99,0.478,-0.486,0,0,0,0.7071,-0.7071,0,0.1,0,2,10.05,0,0,1769734442.387151
3413.65,3.662,2.033,0,0,0,0.5,-0.866,0,0.1,0,1,9.254,0,0,1769734877.052429
3078.46,3.613,2.638,0,0,0,0.0,-1.0,0,0.1,0,1,9.431,1,0,1769735458.019513
673.66,0.191,-0.993,0,0,0,-0.2588,-0.9659,0,0.0,0,2,8.765,0,0,1769735501.052279
6606.8,2.611,1.435,0,0,0,-0.7071,0.7071,0,0.1,0,0,12.654,0,0,1769735652.802549
1872.07,0.837,-0.146,0,0,0,-0.866,0.5,0,0.111,0,0,13.394,0,0,1769735814.042619
895.69,0.483,-0.604,0,0,0,0.866,-0.5,0,0.0,1,1,7.879,1,0,1769736059.835331
1465.98,0.811,-0.155,0,0,0,-0.866,0.5,0,0.1,0,0,12.541,0,0,1769736243.733119
20726.79,6.251,4.146,0,1,0,0.7071,-0.7071,0,0.1,0,0,11.505,0,0,1769736461.484563
1246.33,0.242,-0.664,0,0,0,-0.2588,-0.9659,0,0.0,0,0,13.018,0,0,1769736617.420381
1443.53,0.404,-1.124,0,0,0,0.2588,-0.9659,0,0.0,0,0,12.039,1,0,1769736937.762439
1371.74,0.44,-0.498,0,0,0,-0.9659,0.2588,0,0.0,0,0,12.307,0,0,1769737148.100859
682.64,1.611,0.912,0,0,0,-0.7071,-0.7071,1,0.1,0,3,9.839,0,0,1769737625.223038
1031.56,0.361,-0.773,0,0,0,0.0,-1.0,0,0.1,0,2,11.123,0,0,1769737721.159903
1095.93,0.808,-0.319,0,0,0,0.2588,-0.9659,0,0.0,0,0,12.896,1,0,1769738119.239645
1542.23,0.444,-0.492,0,0,0,-0.9659,-0.2588,0,0.3,0,1,9.626,1,0,1769738571.990745
415.97,0.565,-0.341,0,0,0,-0.7071,0.7071,0,0.0,0,0,11.85,0,0,1769739639.118327
2052.89,0.66,-0.432,0,0,0,-0.9659,-0.2588,0,0.1,0,1,11.341,0,0,1769740257.959879
2025.14,0.395,-0.513,0,0,0,-0.7071,-0.7071,0,0.0,0,2,10.275,0,0,1769740296.694811
635.45,0.449,-1.752,0,0,0,-0.5,0.866,0,0.2,0,0,12.175,0,0,1769740401.128458
901.55,1.065,0.034,0,0,0,-0.7071,0.7071,0,0.1,0,1,9.944,0,0,1769741087.872193
473.04,0.54,-0.371,0,0,0,0.7071,-0.7071,0,0.1,0,2,10.62,0,0,1769741413.401365
592.45,0.971,-0.017,0,0,0,-1.0,-0.0,0,0.0,0,0,11.56,0,0,1769741617.758733
23078.35,3.941,2.235,0,0,0,-0.9659,-0.2588,0,0.0,0,0,11.501,0,0,1769741873.442853
1050.52,2.465,2.267,0,0,0,-0.2588,0.9659,0,0.0,0,0,13.57,1,0,1769742716.319743
1340.68,0.737,-0.295,0,0,0,-1.0,-0.0,0,0.0,0,0,11.53,1,0,1769742777.366215
2019.9,1.133,0.092,0,0,0,-0.5,0.866,0,0.0,0,1,9.455,0,0,1769743050.583771
1845.02,0.483,-0.651,0,0,0,0.0,-1.0,0,0.1,0,0,11.727,0,0,1769743511.813134
4998.07,0.755,-0.191,0,1,0,-1.0,-0.0,0,0.0,0,1,11.206,0,0,1769743763.808403
3656.2,1.933,2.015,0,0,0,-0.5,-0.866,0,0.1,0,0,11.954,2,0,1769744343.78712
1178.52,1.345,0.279,0,0,0,0.2588,-0.9659,1,0.2,1,3,7.993,0,0,1769744371.57202
1182.4,0.375,-0.546,0,0,0,-1.0,-0.0,0,0.0,0,0,12.322,2,0,1769744565.295474
621.36,0.394,-0.523,0,0,0,-0.7071,0.7071,0,0.0,0,0,11.581,1,0,1769744813.362906
8286.88,5.033,3.323,0,0,0,-0.2588,-0.9659,1,0.1,0,0,11.581,0,0,1769745049.014637
2339.85,0.965,-0.035,0,0,0,0.5,-0.866,0,0.0,0,1,10.887,1,0,1769745162.228892
495.1,1.64,0.983,0,0,0,0.0,-1.0,0,0.0,0,0,11.535,0,0,1769745452.643908
3748.47,0.529,-0.151,0,0,0,0.0,-1.0,0,0.1,0,0,11.383,0,0,1769745764.285092
353.75,0.674,-0.313,0,0,0,-0.9659,-0.2588,0,0.2,0,0,11.496,0,0,1769747678.105253
2291.85,0.453,-0.389,0,0,0,-0.2588,-0.9659,0,0.2,0,1,9.59,0,0,1769747763.161488
535.77,0.418,-0.46,0,0,0,-0.5,0.866,0,0.0,0,0,11.577,0,0,1769747839.946911
26967.77,7.853,6.863,0,0,0,-0.5,0.866,0,0.0,0,0,12.024,0,0,1769748394.775676
1590.08,1.0,0.0,0,0,0,0.0,-1.0,0,0.0,0,0,14.768,0,0,1769748926.951049
18827.72,4.853,3.575,0,0,0,-0.866,0.5,0,0.0,0,1,11.298,0,0,1769749062.543446
4619.37,5.162,7.991,1,0,0,-0.7071,0.7071,0,0.0,0,1,11.008,0,0,1769749074.362687
766.62,0.152,-0.715,0,1,0,-0.7071,-0.7071,0,0.0,0,3,9.095,0,0,1769749202.390025
227.26,0.186,-0.77,0,0,0,-0.9659,-0.2588,0,0.0,0,0,12.825,1,0,1769749799.700687
1405.44,1.051,0.14,0,0,0,-0.9659,-0.2588,0,0.1,0,1,9.163,0,0,1769749940.152194
498.94,0.396,-0.534,0,0,0,0.866,-0.5,0,0.0,0,0,11.992,0,0,1769750327.837453
931.24,0.578,-0.36,0,0,0,-0.866,-0.5,0,0.0,0,0,12.476,0,0,1769750364.96609
2404.14,1.206,0.163,0,0,0,-0.7071,0.7071,0,0.2,0,2,10.83,0,0,1769750603.54057
5117.5,2.071,1.931,0,0,0,0.7071,-0.7071,0,0.0,0,2,11.168,0,0,1769751173.475623
1402.24,0.882,-0.101,0,0,0,-1.0,-0.0,0,0.0,1,1,7.182,0,0,1769751679.196955
444.38,0.352,-0.51,0,0,0,-0.9659,0.2588,0,0.0,0,1,8.371,0,0,1769752158.906575
1711.72,0.936,-0.064,0,0,0,-0.866,0.5,0,0.0,0,0,12.197,0,0,1769752475.662128
790.15,0.531,-0.357,0,0,0,-0.866,0.5,0,0.1,0,1,11.327,0,0,1769752848.693687
801.18,0.266,-0.564,0,0,0,-1.0,-0.0,0,0.2,0,1,9.978,0,0,1769753136.328707
821.65,0.334,-0.944,0,0,0,-0.866,0.5,0,0.0,0,0,11.644,0,0,1769753481.028939
11900.49,3.468,2.174,0,0,0,-0.9659,0.2588,0,0.3,0,2,9.615,1,0,1769753562.561321
305.88,0.706,-0.451,0,0,0,-0.5,-0.866,0,0.1,0,4,9.684,0,0,1769753685.865789
2291.86,0.466,-0.772,0,0,0,-0.7071,-0.7071,0,0.0,0,0,12.541,0,0,1769753937.304796
4097.4,3.548,2.715,0,0,0,-0.866,0.5,0,0.0,0,0,11.472,1,0,1769754032.827614
693.97,0.648,-0.557,0,0,0,0.0,-1.0,0,0.0,0,1,11.347,1,0,1769754621.772878
1274.95,0.2,-0.844,0,0,0,-0.866,0.5,0,0.0,0,2,11.065,0,0,1769754738.67325
525.61,0.548,-0.348,1,0,0,0.9659,-0.2588,0,0.0,0,1,11.28,0,0,1769754787.959903
5605.26,1.065,0.074,0,0,0,-0.866,0.5,0,0.0,0,0,12.675,1,0,1769754951.756029
422.2,0.342,-0.471,0,0,0,0.5,-0.866,0,0.0,0,0,13.133,0,0,1769755863.808195
2133.7,1.268,0.654,0,0,0,0.5,-0.866,0,0.1,0,1,11.06,1,0,1769755995.748658
608.04,0.865,-0.37,0,0,0,-0.7071,-0.7071,0,0.0,0,1,11.338,0,0,1769756438.304406
3127.92,5.443,15.0,0,0,0,-0.7071,-0.7071,0,0.3,0,0,12.287,0,0,1769756463.983394
11487.61,8.06,7.246,0,0,0,0.866,-0.5,0,0.5,0,1,11.327,0,0,1769757447.498432
3519.22,0.727,-0.19,1,0,0,-0.7071,0.7071,0,0.2,0,0,11.824,0,0,1769757672.032288
1130.33,0.871,-0.141,0,0,0,-0.5,-0.866,0,0.0,0,0,12.463,1,0,1769757685.866995
869.66,0.372,-0.593,0,0,0,-0.9659,0.2588,0,0.1,0,0,11.676,0,0,1769757824.696616
1538.36,0.978,-0.018,0,0,0,-0.866,-0.5,0,0.0,0,0,12.026,0,0,1769758616.009894
2546.81,0.413,-0.603,0,0,0,-1.0,-0.0,0,0.0,0,3,8.327,0,0,1769758871.813259
751.78,1.083,0.06,0,0,0,-0.9659,0.2588,0,0.0,0,0,11.37,0,0,1769758914.247877
3331.39,0.553,-0.455,0,0,0,-1.0,-0.0,0,0.0,1,4,5.198,0,0,1769759051.813259
424.79,0.369,-0.686,0,0,0,0.9659,-0.2588,0,0.1,0,2,10.243,0,0,1769759095.560493
628.05,0.262,-0.557,0,0,0,-0.866,-0.5,0,0.0,0,1,11.101,0,0,1769759620.273112
291.78,0.337,-0.723,0,0,0,0.2588,-0.9659,0,0.1,0,0,12.392,1,0,1769760872.334268
1830.15,0.662,-0.286,0,0,0,-0.7071,0.7071,0,0.1,0,0,11.569,1,1,1769760996.667131
334.01,0.771,-0.352,0,0,0,0.2588,-0.9659,1,0.2,0,5,8.904,0,0,1769761047.405654
325.49,0.205,-0.686,0,0,0,1.0,0.0,0,0.2,0,0,11.735,0,0,1769761109.569412
12233.77,6.847,4.095,0,0,0,-0.2588,-0.9659,0,0.0,0,2,9.803,0,0,1769761129.95177
1955.64,0.825,-0.143,0,0,0,0.9659,-0.2588,0,0.2,0,0,13.642,1,0,1769761379.272562
17.37,0.007,-0.846,1,0,0,-0.2588,-0.9659,0,0.2,1,1,0.0,0,1,1769761379.272562
21.67,0.01,-0.773,0,1,0,-0.2588,-0.9659,0,0.2,2,2,2.569,0,1,1769761391.325094
42.58,0.022,-0.71,0,1,0,-0.2588,-0.9659,0,0.2,3,3,2.227,0,1,1769761399.598442
37.86,0.02,-0.712,0,0,0,-0.2588,-0.9659,1,0.2,4,4,3.209,0,1,1769761423.360807
49.38,0.028,-0.663,0,0,0,-0.2588,-0.9659,0,0.2,5,5,2.286,0,1,1769761432.196403
36.65,0.021,-0.668,0,1,0,-0.2588,-0.9659,1,0.3,6,6,2.37,0,1,1769761441.891244
51.29,0.029,-0.662,0,0,0,-0.2588,-0.9659,2,0.4,7,7,2.169,0,1,1769761449.637044
21.48,0.013,-0.638,0,0,0,-0.2588,-0.9659,0,0.4,8,8,2.114,0,1,1769761456.917906
7.59,0.005,-0.643,0,0,0,-0.2588,-0.9659,1,0.4,9,9,2.363,0,1,1769761466.53811
